Date,HomeTeam,AwayTeam,HomeAvgPolarity,HomeAvgSubj,WeightedHomePol,EloHome,AwayAvgPolarity,AwayAvgSubj,WeightedAwayPol,EloAway,Outcome
,Caen,Guingamp,0.08365002006912,0.276931575266774,,,0.073004742317443,0.262491664910014,,,
,Wolves,Chelsea,0.051721303778906,0.301216653751245,,,0.012186185727398,0.348265110779908,,,
,Brentford,Manchester United,-0.048057464011866,0.299573762486235,,,0.052515023439005,0.288215519048851,,,
,Liverpool,Newcastle,0.108547838027612,0.321117517754789,,,0.079543987379118,0.308998026725425,,,
,Norwich,Aston Villa,0.126898387331441,0.301320384060949,,,0.105490108362039,0.319689259645223,,,
,Norwich,ManU,0.087691901523592,0.283815264351198,,,0.11559347656141,0.304739225329069,,,
,Tottenham,Liverpool,0.125375573499902,0.337397071934939,,,0.090174800206328,0.353871165057541,,,
